\\0;\\ON LISA'S "LITTLE MISS|SPRINGFIELD" APPLICATION FORM,|WHAT DID HOMER WRITE IN THE|BOX MARKED "DO NOT WRITE|HERE"?;DOH!;SURE THING;OKAY;FINE;page01;07-TheHomerSimpsonQuiz.csv
1;WHEN HOMER BOUGHT A PLOW AND|STARTED HIS OWN BUSINESS, WHAT|NAME DID HE USE?;MR. PLOW;PLOW KING;PLOW PRINCE;PERFECT PLOW;page01;07-TheHomerSimpsonQuiz.csv
4;WHAT WEIGHT WAS HOMER WHEN HE|WAS BORN?;11 LBS, 6 OZS;7 LBS, 6 OZS;8 LBS, 6 OZS;9 LBS, 6 OZS;page01;07-TheHomerSimpsonQuiz.csv
4;WHAT IS HOMER'S BROTHERS NAME?;JIMMY JAMES;JON JAKUP;MATT LANDON;HERB POWELL;page01;07-TheHomerSimpsonQuiz.csv
2;WHAT IS HOMER SIMPSON'S MIDDLE|NAME?;JOHN;JAY;JACK;JAVIER;page01;07-TheHomerSimpsonQuiz.csv
1;WHAT DID HOMER CHANGE MARGE'S|NAME TO?;HOOTY MCBOOBS;CHURCHY LA FEMME;BUSTY SINCLAIR;TATTOO ANNIE;page01;07-TheHomerSimpsonQuiz.csv
4;WHAT WAS LODGED IN HOMER'S|BRAIN CAUSING HIS STUPIDITY?;A MAGIC MARKER;A PENCIL;A PEN;A CRAYON;page01;07-TheHomerSimpsonQuiz.csv
4;WHO ARE HOMER'S BEST FRIENDS|AT WORK?;LAVERNE AND|SHIRLEY;LENNY AND SQUIGGY;MONTE AND WEYLAN;LENNY AND CARL;page01;07-TheHomerSimpsonQuiz.csv
3;WHAT SECRET SOCIETY DID HOMER|JOIN?;THE BEERBELLIES;THE AIRHEADS;THE STONECUTTERS;THE MICHAEL|JACKSON FAN CLUB;page01;07-TheHomerSimpsonQuiz.csv
4;WHAT WAS THE NAME OF HOMER'S|BABERSHOP QUARTET?;THE BARBERSHOP;THE FOUR HORSEMEN;THE F FLATS;THE B-SHARPS;page01;07-TheHomerSimpsonQuiz.csv
