0;WHAT IS THE NAME OF HOMER'S|CHILDHOOD DOG?;BINGO;BONGO;BENJI;LADDIE;page03;11-RecentSimpsonsSeasonsTrivia.csv
\\0;\\WHICH GUEST STAR VOICES THE|ACCOUNTANT DAN WHO ACTS AS FAT|TONY'S DON WHILE HE'S ON JURY|DUTY?;BILL HADER;JASON SEGAL;STEVE CARELL;PAUL RUDD;page03;11-RecentSimpsonsSeasonsTrivia.csv
0;WHAT IS THE NAME OF DR.|HIBBERT'S AUTOBIOGRAPHY?;THE LIFE, THE|LAUGHS, THE|DOCTOR;THE CHRONICLES ON|HERNIA;THE TEARS BEHIND|THE LAUGHTER;CRYING ON THE|INSIDE;page03;11-RecentSimpsonsSeasonsTrivia.csv
0;WHO SAID IT: "IF JESUS HAD A|GUN HE'D BE ALIVE TODAY"?;HOMER;MR. BURNS;MOE;HERMAN;page03;11-RecentSimpsonsSeasonsTrivia.csv
0;WHO IS NOT A PREPPER?;HERMAN;LINDSEY NAEGLE;MR. LARGO;CHALMERS;page03;11-RecentSimpsonsSeasonsTrivia.csv
\\0;\\IN "A TEST BEFORE TRYING" ONE|STUDENT MUST PASS A TEST IN|ORDER FOR THE SCHOOL TO REMAIN|OPEN. WHO IS THE STUDENT?;BART;MILHOUSE;LISA;MARTIN;page03;11-RecentSimpsonsSeasonsTrivia.csv
0;IN "ELEMENTARY SCHOOL MUSIC"|WHO IS NOT A MEMBER OF THE|COMMITTEE?;THE CAMP|COUNCILORS;A COW;STEVE MOBBS;DR. STEPHEN|HAWKING;page03;11-RecentSimpsonsSeasonsTrivia.csv
0;WHO PRANKED SKINNER WITH THE|WORM PILL AND IS VOICED BY|JONAH HILL?;MIKE O'BRIAN;ANDY HAMILTON;GREG ANDERSON;TOM MC DOUGALL;page03;11-RecentSimpsonsSeasonsTrivia.csv
0;WHICH SIMPSON BECOMES A|MAGICIAN IN SEASON 22?;HOMER;MARGE;BART;LISA;page03;11-RecentSimpsonsSeasonsTrivia.csv
0;FINISH THE QUOTE: "WHEN I LOOK|AT PEOPLE, I DON'T SEE COLORS,|I JUST SEE...";STUPIDITY;GREY;CRACKPOT|RELIGIONS;RACE;page03;11-RecentSimpsonsSeasonsTrivia.csv
