3;HOW MANY TIMES HAS SELMA BEEN|MARRIED?;2;3;4;5;page02;09-RecentSimpsonsEpisodes.csv
4;WHERE DOES SIDESHOW BOB LIVE|NOW?;MEXICO;SPAIN;PARIS;ITALY;page02;09-RecentSimpsonsEpisodes.csv
1;WHOSE RAP CONCERT DID BART GO|TO WHEN HE WASN'T ALLOWED!?;ALCATRAZ;50 CENT;LUDACRIS;LIL' JON;page02;09-RecentSimpsonsEpisodes.csv
2;HOW OLD IS HOMER?;38;40;45;48;page02;09-RecentSimpsonsEpisodes.csv
3;WHAT DID SIDESHOW BOB AND HIS|NEW WIFE CALL THEIR SON?;NORM;JOHNNY;GINO;CARL;page02;09-RecentSimpsonsEpisodes.csv
\\0;\\WHEN BART AND LISA ARE TOLD|THEIR FUTURE BY PROF. FRINK IN|HIS BASEMENT, WHAT SCHOOL DOES|LISA GET A SCHOLARSHIP FROM?;HARVARD;YALE;NYU;KANSAS;page02;09-RecentSimpsonsEpisodes.csv
1;WHAT KIND OF DOG DOES DR.|HIBBERT HAVE?;POODLE;BULLDOG;GREYHOUND;SHIH TZU;page02;09-RecentSimpsonsEpisodes.csv
\\0;\\WHEN LISA WAS TOLD MAGGIE HAD|A HIGHER IQ AS HER, SHE WAS|TRYING TO FIND HER TRUE|IDENTITY, WHICH ONE DID SHE|NOT TRY TO BECOME?;SOCCER PLAYER;GOTH;CHEERLEADER;SINGER;page02;09-RecentSimpsonsEpisodes.csv
\\0;\\WHEN THE FAMILY GOES AT THE|DOWNTOWN DEPARTMENT STORE,|BART USES THE WEDDING GIFT|REGISTRY TO SIGN HIMSELF AND|HIS BRIDE? WHAT DID HE CALL|HIS IMAGINARY BRIDE?;LANA COOTIES;LOTTA COOTIES;IPEE FREELY;IVONA HOMPOLOT;page02;09-RecentSimpsonsEpisodes.csv
4;WHEN BART GOT HIS SHOT FROM|DR. HIBBERT, WHICH SIDE AFFECT|DID IT GIVE HIM?;HE LOST HIS VOICE;PARALYZED ON ONE|SIDE;BLINDNESS;HEARING LOSS;page02;09-RecentSimpsonsEpisodes.csv
2;WHEN MAGGIE GETS THE CHICKEN|POX AND MARGE THROWS A PARTY,|WHAT DO THEY CALL IT?;CHICKEN PARTY;POX PARTY;CHICKEN POX BALL;DOT'S PARTY;page02;09-RecentSimpsonsEpisodes.csv
2;WHO DOES LISA USE FOR HER|PYGMALION-ESQUE EXPERIMENT FOR|THE ANNUAL SCIENCE FAIR?;HOMER;GROUNDSKEEPER|WILLIE;OTTO;APU;page02;09-RecentSimpsonsEpisodes.csv
