0;WHAT COLOUR OF SHIRT AND PANTS|DOES BART HAVE?;BLUE SHIRT, RED|SHORTS;RED/ORANGE SHIRT,|BLACK SHORTS;RED/ORANGE SHIRT,|BLUE SHORTS;YELLOW SHIRT,|BLUE SHORTS;page02;15-TheSimpsonsQuiz.csv
0;HOW MANY CATS DID THE SIMPSONS|HAVE, INCLUDING THE SNOWBALL|CATS?;6;4;5;2;page02;15-TheSimpsonsQuiz.csv
0;AT THE BEGINNING OF ITCHY &|SCRATCHY, WHAT ARE THEY|HOLDING?;ITCHY IS HOLDING|A HAMMER AND|SCRATCHY A BAT;ITCHY IS HOLDING|A KNIFE AND|SCRATCHY A HAMMER;ITCHY IS HOLDING|A BAT AND|SCRATCHY A GUN;ITCHY IS HOLDING|A BAT AND|SCRATCHY A HAMMER;page02;15-TheSimpsonsQuiz.csv
0;WHAT WAS LISA'S FRIST WORD?;HOMER;MOMMY;BART;SAXoPHONE;page02;15-TheSimpsonsQuiz.csv
0;WHO WERE SELMA'S BOYFRIENDS IN|THE SHOW?;SIDESHOW BOB, APU|& SKINNER;SIDESHOW BOB,|TROY MC CLURE;TROY MC CLURE,|BARNEY & SKINNER;SKINNER, WILLY &|BARNEY;page02;15-TheSimpsonsQuiz.csv
\\0;\\ON THE EPISODE WHERE BART GOES|TO THE BOX FACTERY HOMER READ|HIS HOROSCOPE THAT DAY, WHAT|DID IT SAY?;TODAY WILL BE|LIKE ANY OTHER|DAY;TODAY WILL BE A|BORING DAY;TOMORROW WILL BE|A GOOD DAY;TODAY YOU WILL|WIN THE LOTTERY;page02;15-TheSimpsonsQuiz.csv
0;WHEN THEY WERE LOOKING FOR|BART IN THE BOX FACTORY WHERE|WAS HE?;AT MOE'S TAVERN;AT KRUSTY'S|STUDIO;AT THE POLICE|STATION;AT HOME;page02;15-TheSimpsonsQuiz.csv
0;WHAT IS BART'S FAMOUS LINE?;I DID IT OK!;BITE ME!;I DIDN'T DO THAT!;I DIDN'T DO IT!;page02;15-TheSimpsonsQuiz.csv
0;WHAT CAUSES HOMER TO ALMOST|DIE?;POISON;CAR ACCIDENT;KIDNEY FAILURE;DROWNING;page02;15-TheSimpsonsQuiz.csv
0;WHO HATES WACKING DAY?;LISA;KRUSTY;MARGE;MR. BURNS;page02;15-TheSimpsonsQuiz.csv
