2;WHEN DID THE FIRST SIMPSON|EPISODE AIR?;JAN 10TH;DEC 17TH;DEC 25TH;JAN 1ST;page02;18-Itsthelittlethings.csv
3;WHAT WAS THE LAST EPISODE ON|THE SECOND SEASON CALLED?;BRUSH WITH|GREATNESS;OH BROTHER, WHERE|ART THOU?;BLOOD FEUD;THREE MEN AND A|COMIC BOOK;page02;18-Itsthelittlethings.csv
\\0;
4;WHICH OF THESE STARS DID NOT|GUEST STAR IN HOMER AT THE|BAT?;STEVE SAX;KEN GRIFFEY JR;WADE BOGGS;SAMMY SOSA;page02;18-Itsthelittlethings.csv
1;IN HOMER THE VIGILANTE, WHICH|OF THESE CHARACTERS WERE NOT|IN HIS WATCH GROUP?;NED;APU;MOE;JIMBO;page02;18-Itsthelittlethings.csv
3;WHAT WAS THE NAME OF THE 100TH|EPISODE?;THE BOY WHO KNEW|TOO MUCH;BART GETS AN|ELEPHANT;SWEET SEYMOUR|SKINNER'S|BAADASSSSS SONG;HOMER AND APU;page02;18-Itsthelittlethings.csv
1;IN WHAT EPISODE DID LISA|BECOME A VEGETARIAN?;THE 133TH;THE 129TH;THE 137TH;THE 140TH;page02;18-Itsthelittlethings.csv
\\0;
1;WHAT SEASON DID THE 200TH|EPISODE AIR?;9TH;11TH;10TH;8TH;page02;18-Itsthelittlethings.csv
\\0;
